"genus","species","taxon"
"Chone","Chone duneri",NA
"Chone","Chone infundibuliformis",NA
"Chorizopora","Chorizopora brongniartii",NA
"Parthenina","Parthenina interstincta",NA
"Spiralinella","Spiralinella spiralis",NA
"Ciona","Ciona intestinalis",NA
"Cirratulus","Cirratulus cirratus",NA
"Aphelochaeta","Aphelochaeta filiformis",NA
"Cirriformia","Cirriformia tentaculata",NA
"Cladopelma","Cladopelma edwardsi",NA
"Cladopelma","Cladopelma goetghebueri",NA
"Cladopelma","Cladopelma virescens",NA
"Cladopelma","Cladopelma viridula",NA
"Cladotanytarsus","Cladotanytarsus atridorsum",NA
"Cladotanytarsus","Cladotanytarsus mancus",NA
"Clausinella","Clausinella fasciata",NA
"Clava","Clava multicornis",NA
"Clelandella","Clelandella miliaris",NA
"Clinotanypus","Clinotanypus nervosus",NA
"Cliona","Cliona celata",NA
"Clitellio","Clitellio arenarius",NA
"Cloeon","Cloeon dipterum",NA
"Cloeon","Cloeon simile",NA
"Clunio","Clunio balticus",NA
"Clunio","Clunio marinus",NA
"Clytia","Clytia gracilis",NA
"Clytia","Clytia hemisphaerica",NA
"Cochlodesma","Cochlodesma praetenue",NA
"Coelogynopora","Coelogynopora biarmata",NA
"Coelogynopora","Coelogynopora schulzii",NA
"Coenagrion","Coenagrion armatum",NA
"Coenagrion","Coenagrion hastulatum",NA
"Coenagrion","Coenagrion lunulatum",NA
"Coenagrion","Coenagrion puella",NA
"Coenagrion","Coenagrion pulchellum",NA
"Cognettia","Cognettia glandulosa",NA
"Cognettia","Cognettia sphagnetorum",NA
"Colpodaspis","Colpodaspis pusilla",NA
"Colus","Colus islandicus",NA
"Colus","Colus jeffreysianus",NA
"Commensodorum","Commensodorum commensalis",NA
"Conopeum","Conopeum reticulum",NA
"Conopeum","Conopeum seurati",NA
"Copidognathus","Copidognathus fabricii",NA
"Corbula","Corbula gibba",NA
"Cordulia","Cordulia aenea",NA
"Cordylophora","Cordylophora caspia",NA
"Corella","Corella parallelogramma",NA
"Monocorophium","Monocorophium acherusicum",NA
"Corophium","Corophium arenarium",NA
"Corophium","Corophium multisetosum",NA
"Corophium","Corophium volutator",NA
"Corymorpha","Corymorpha nutans",NA
"Corymorpha","Corymorpha sarsii",NA
"Corynoneura","Corynoneura carriana",NA
"Corynoneura","Corynoneura celeripes",NA
"Corynoneura","Corynoneura scutellata",NA
"Fjordia","Fjordia lineata",NA
"Corystes","Corystes cassivelaunus",NA
"Cossura","Cossura longocirrata",NA
"Crangon","Crangon allmanni",NA
"Crangon","Crangon crangon",NA
"Crassicorophium","Crassicorophium bonellii",NA
"Crassicorophium","Crassicorophium crassicorne",NA
"Crenella","Crenella decussata",NA
"Crepidula","Crepidula fornicata",NA
"Cribrilina","Cribrilina cryptooecium",NA
"Cribrilina","Cribrilina punctata",NA
"Cricotopus","Cricotopus albiforceps",NA
"Cricotopus","Cricotopus algarum",NA
"Cricotopus","Cricotopus bicinctus",NA
"Cricotopus","Cricotopus festivellus",NA
"Cricotopus","Cricotopus flavocinctus",NA
"Cricotopus","Cricotopus fuscus",NA
"Cricotopus","Cricotopus intersectus",NA
"Cricotopus","Cricotopus ornatus",NA
"Cricotopus","Cricotopus pilosellus",NA
"Cricotopus","Cricotopus sylvestris",NA
"Cricotopus","Cricotopus trifascia",NA
"Criodrilus","Criodrilus lacuum",NA
"Crisia","Crisia aculeata",NA
"Crisia","Crisia calyptostoma",NA
"Crisia","Crisia denticulata",NA
"Crisia","Crisia eburnea",NA
"Crisia","Crisia klugei",NA
"Crisidia","Crisidia cornuta",NA
"Crisiella","Crisiella producta",NA
"Crisilla","Crisilla semistriata",NA
"Cristatella","Cristatella mucedo",NA
"Crossaster","Crossaster papposus",NA
"Cryptochironomus","Cryptochironomus camptolabis",NA
"Cryptochironomus","Cryptochironomus defectus",NA
"Chernovskiia","Chernovskiia orbicus",NA
"Cryptochironomus","Cryptochironomus obreptans",NA
"Cryptochironomus","Cryptochironomus redekei",NA
"Paracladopelma","Paracladopelma rolli",NA
"Cryptochironomus","Cryptochironomus supplicans",NA
"Cryptochironomus","Cryptochironomus tshernovskii",NA
"Cryptochironomus","Cryptochironomus ussouriensis",NA
"Cryptonatica","Cryptonatica affinis",NA
"Cryptosula","Cryptosula pallasiana",NA
"Cumella","Cumella pygmaea",NA
"Curtitoma","Curtitoma trevelliana",NA
"Curveulima","Curveulima devians",NA
"Cuspidaria","Cuspidaria cuspidata",NA
"Cuspidaria","Cuspidaria obesa",NA
"Cyanophthalma","Cyanophthalma obscura",NA
"Cyathura","Cyathura carinata",NA
"Cylichna","Cylichna alba",NA
"Cylichna","Cylichna cylindracea",NA
"Retusa","Retusa umbilicata",NA
"Cymatia","Cymatia coleoptrata",NA
"Cyrnus","Cyrnus crenaticornis",NA
"Cyrnus","Cyrnus flavidus",NA
"Cyrnus","Cyrnus trimaculatus",NA
"Cystobranchus","Cystobranchus fasciatus",NA
"Cystobranchus","Cystobranchus pawlowskii",NA
"Dasybranchus","Dasybranchus caducus",NA
"Deflexilodes","Deflexilodes tenuirostratus",NA
"Demeijerea","Demeijerea rufipes",NA
"Demicryptochironomus","Demicryptochironomus vulneratus",NA
"Dendrocoelum","Dendrocoelum lacteum",NA
"Dendrodoa","Dendrodoa grossularia",NA
"Dendronotus","Dendronotus frondosus",NA
"Dero","Dero digitata",NA
"Deshayesorchestia","Deshayesorchestia deshayesii",NA
"Dexamine","Dexamine spinosa",NA
"Diadumene","Diadumene cincta",NA
"Diaphana","Diaphana minuta",NA
"Diastylis","Diastylis boecki",NA
"Diastylis","Diastylis bradyi",NA
"Diastylis","Diastylis cornuta",NA
"Diastylis","Diastylis goodsiri",NA
"Diastylis","Diastylis laevis",NA
"Diastylis","Diastylis lucifera",NA
"Diastylis","Diastylis rathkei",NA
"Diastylis","Diastylis rostrata",NA
"Diastylis","Diastylis rugosa",NA
"Diastylis","Diastylis tumida",NA
"Diastyloides","Diastyloides biplicatus",NA
"Diastyloides","Diastyloides serratus",NA
"Dichelopandalus","Dichelopandalus bonnieri",NA
"Dicoryne","Dicoryne conferta",NA
"Dicrotendipes","Dicrotendipes lobiger",NA
"Dicrotendipes","Dicrotendipes nervosus",NA
"Dicrotendipes","Dicrotendipes pulsus",NA
"Dicrotendipes","Dicrotendipes tritomus",NA
"Dikerogammarus","Dikerogammarus haemobaphes",NA
"Dikerogammarus","Dikerogammarus villosus",NA
"Dina","Dina apathyi",NA
"Dina","Dina lineata",NA
"Diplocirrus","Diplocirrus glaucus",NA
"Diplosolen","Diplosolen obelium",NA
"Diplosoma","Diplosoma listerianum",NA
"Dipolydora","Dipolydora caulleryi",NA
"Dipolydora","Dipolydora coeca",NA
"Dipolydora","Dipolydora giardi",NA
"Dipolydora","Dipolydora quadrilobata",NA
"Stauridiosarsia","Stauridiosarsia spongicola",NA
"Discocelides","Discocelides langi",NA
"Disporella","Disporella hispida",NA
"Dodecaceria","Dodecaceria concharum",NA
"Donax","Donax vittatus",NA
"Doris","Doris pseudoargus",NA
"Dosinia","Dosinia exoleta",NA
"Dosinia","Dosinia lupinus",NA
"Doto","Doto coronata",NA
"Dreissena","Dreissena bugensis",NA
"Dreissena","Dreissena polymorpha",NA
"Drunella","Drunella walkeri",NA
"Schmidtea","Schmidtea lugubris",NA
"Schmidtea","Schmidtea polychroa",NA
"Dulichia","Dulichia falcata",NA
"Dulichia","Dulichia tuberculata",NA
"Dynamena","Dynamena pumila",NA
"Dyopedos","Dyopedos monacanthus",NA
"Dyopedos","Dyopedos porrectus",NA
"Dytiscus","Dytiscus circumcinctus",NA
"Dytiscus","Dytiscus marginalis",NA
"Ebala","Ebala nitidissima",NA
"Ebalia","Ebalia cranchii",NA
"Ebalia","Ebalia granulosa",NA
"Ebalia","Ebalia tuberosa",NA
"Ebalia","Ebalia tumefacta",NA
"Echinocardium","Echinocardium cordatum",NA
"Echinocardium","Echinocardium flavescens",NA
"Echinocardium","Echinocardium pennatifidum",NA
"Echinocucumis","Echinocucumis hispida",NA
"Echinocyamus","Echinocyamus pusillus",NA
"Echinogammarus","Echinogammarus ischnus",NA
"Echinogammarus","Echinogammarus marinus",NA
"Echinogammarus","Echinogammarus stoerensis",NA
"Echinogammarus","Echinogammarus warpachowskyi",NA
"Echinozone","Echinozone coronata",NA
"Echinus","Echinus esculentus",NA
"Echiurus","Echiurus echiurus",NA
"Ecnomus","Ecnomus tenellus",NA
"Ecrobia","Ecrobia ventrosa",NA
"Ectopleura","Ectopleura larynx",NA
"Edwardsia","Edwardsia danica",NA
"Edwardsia","Edwardsia longicornis",NA
"Edwardsia","Edwardsia tuberculata",NA
"Edwardsiella","Edwardsiella carnea",NA
"Einfeldia","Einfeldia carbonaria",NA
"Einhornia","Einhornia crustulenta",NA
"Eiseniella","Eiseniella tetraedra",NA
"Ekmania","Ekmania barthii",NA
"Electra","Electra pilosa",NA
"Elophila","Elophila nymphaeata",NA
"Elysia","Elysia viridis",NA
"Emarginula","Emarginula crassa",NA
"Emarginula","Emarginula fissura",NA
"Enallagma","Enallagma cyathigerum",NA
"Enchytraeus","Enchytraeus albidus",NA
"Endeis","Endeis spinosa",NA
"Endochironomus","Endochironomus albipennis",NA
"Endochironomus","Endochironomus dispar",NA
"Endochironomus","Endochironomus stackelbergi",NA
"Endochironomus","Endochironomus tendens",NA
"Enipo","Enipo elisabethae",NA
"Enipo","Enipo kinbergi",NA
"Ennucula","Ennucula tenuis",NA
"Enochrus","Enochrus fuscipennis",NA
"Enochrus","Enochrus melanocephalus",NA
"Ensis","Ensis leei",NA
"Ensis","Ensis ensis",NA
"Ensis","Ensis siliqua",NA
"Entalophoroecia","Entalophoroecia deflexa",NA
"Ephemera","Ephemera danica",NA
"Ephemera","Ephemera vulgata",NA
"Ephemerella","Ephemerella mucronata",NA
"Ephesiella","Ephesiella abyssorum",NA
"Ephoron","Ephoron virgo",NA
"Ephydatia","Ephydatia fluviatilis",NA
"Ephydatia","Ephydatia muelleri",NA
"Ephydra","Ephydra riparia",NA
"Epimeria","Epimeria cornigera",NA
"Epitheca","Epitheca bimaculata",NA
"Epitonium","Epitonium clathratulum",NA
"Epitonium","Epitonium clathrus",NA
"Epitonium","Epitonium trevelyanum",NA
"Epitonium","Epitonium turtonis",NA
"Ericthonius","Ericthonius difformis",NA
"Ericthonius","Ericthonius punctatus",NA
"Erinaceusyllis","Erinaceusyllis erinaceus",NA
"Eriocheir","Eriocheir sinensis",NA
"Eriopisa","Eriopisa elongata",NA
"Erotesis","Erotesis baltica",NA
"Erpobdella","Erpobdella monostriata",NA
"Erpobdella","Erpobdella nigricollis",NA
"Erpobdella","Erpobdella octoculata",NA
"Erpobdella","Erpobdella testacea",NA
"Erythromma","Erythromma najas",NA
"Erythrops","Erythrops elegans",NA
"Erythrops","Erythrops erythrophthalmus",NA
"Erythrops","Erythrops serratus",NA
"Escharella","Escharella immersa",NA
"Escharella","Escharella laqueata",NA
"Escharella","Escharella ventricosa",NA
"Escharina","Escharina vulgaris",NA
"Eteone","Eteone barbata",NA
"Eteone","Eteone flava",NA
"Hypereteone","Hypereteone foliosa",NA
"Hypereteone","Hypereteone lactea",NA
"Eteone","Eteone longa",NA
"Eteone","Eteone pusilla",NA
"Eualus","Eualus cranchii",NA
"Eualus","Eualus gaimardii",NA
"Eualus","Eualus occultus",NA
"Eualus","Eualus pusiolus",NA
"Eubranchus","Eubranchus exiguus",NA
"Eubranchus","Eubranchus pallidus",NA
"Eubranchus","Eubranchus tricolor",NA
"Eubrychius","Eubrychius velutus",NA
"Euchone","Euchone analis",NA
"Euchone","Euchone papillosa",NA
"Euchone","Euchone rubrocincta",NA
"Euclymene","Euclymene affinis",NA
"Eucratea","Eucratea loricata",NA
"Eudendrium","Eudendrium rameum",NA
"Eudorella","Eudorella emarginata",NA
"Eudorella","Eudorella truncatula",NA
"Eudorellopsis","Eudorellopsis deformis",NA
"Eugyra","Eugyra arenosa",NA
"Eulalia","Eulalia bilineata",NA
"Eulalia","Eulalia viridis",NA
"Eulima","Eulima bilineata",NA
"Eumetula","Eumetula arctica",NA
"Eumida","Eumida arctica",NA
"Eumida","Eumida bahusiensis",NA
"Eumida","Eumida ockelmanni",NA
"Eumida","Eumida punctifera",NA
"Eumida","Eumida sanguinea",NA
"Eunereis","Eunereis longissima",NA
"Eunoe","Eunoe nodosa",NA
"Eupolymnia","Eupolymnia nebulosa",NA
"Eupolymnia","Eupolymnia nesidensis",NA
"Baeonectes","Baeonectes muticus",NA
"Eurydice","Eurydice pulchra",NA
"Eurynome","Eurynome aspera",NA
"Eurynome","Eurynome spinosa",NA
"Gammaropsis","Gammaropsis melanops",NA
"Euspira","Euspira catena",NA
"Euspira","Euspira montagui",NA
"Euspira","Euspira pallida",NA
"Euspira","Euspira nitida",NA
"Thoracophelia","Thoracophelia flabellifera",NA
"Exogone","Exogone dispar",NA
"Exogone","Exogone naidina",NA
"Exogone","Exogone verugera",NA
"Parexogone","Parexogone hebes",NA
"Fabricia","Fabricia stellaris",NA
"Fabriciola","Fabriciola baltica",NA
"Facelina","Facelina bostoniensis",NA
"Farrella","Farrella repens",NA
"Favorinus","Favorinus branchialis",NA
"Fenestrulina","Fenestrulina malusii",NA
"Filellum","Filellum serpens",NA
"Filograna","Filograna implexa",NA
"Flabelligera","Flabelligera affinis",NA
"Coryphella","Coryphella verrucosa",NA
"Flustra","Flustra foliacea",NA
"Flustrellidra","Flustrellidra hispida",NA
"Fossaria","Fossaria truncatula",NA
"Fridericia","Fridericia bulbosa",NA
"Funiculina","Funiculina quadrangularis",NA
"Galathea","Galathea intermedia",NA
"Galathea","Galathea squamifera",NA
"Galathea","Galathea strigosa",NA
"Galathowenia","Galathowenia oculata",NA
"Gammarellus","Gammarellus angulosus",NA
"Gammarellus","Gammarellus homari",NA
"Megamphopus","Megamphopus cornutus",NA
"Gammaropsis","Gammaropsis maculata",NA
"Gammaropsis","Gammaropsis nitida",NA
"Gammarus","Gammarus duebeni",NA
"Echinogammarus","Echinogammarus finmarchicus",NA
"Gammarus","Gammarus inaequicauda",NA
"Gammarus","Gammarus insensibilis",NA
"Gammarus","Gammarus lacustris",NA
"Gammarus","Gammarus locusta",NA
"Gammarus","Gammarus oceanicus",NA
"Gammarus","Gammarus pulex",NA
"Gammarus","Gammarus roeselii",NA
"Gammarus","Gammarus salinus",NA
"Gammarus","Gammarus tigrinus",NA
"Gammarus","Gammarus zaddachi",NA
"Gari","Gari fervensis",NA
"Gari","Gari tellinella",NA
"Garveia","Garveia franciscana",NA
"Gastrosaccus","Gastrosaccus spinifer",NA
"Gattyana","Gattyana amondseni",NA
"Gattyana","Gattyana cirrhosa",NA
"Gerris","Gerris argentatus",NA
"Gerris","Gerris lacustris",NA
"Gerris","Gerris odontogaster",NA
"Gerris","Gerris thoracicus",NA
"Geryon","Geryon trispinosus",NA
"Steromphala","Steromphala cineraria",NA
"Gibbula","Gibbula tumida",NA
"Gitana","Gitana sarsi",NA
"Glossiphonia","Glossiphonia complanata",NA
"Glossiphonia","Glossiphonia concolor",NA
"Glossiphonia","Glossiphonia paludosa",NA
"Glossiphonia","Glossiphonia verrucata",NA
"Glycera","Glycera alba",NA
"Glycera","Glycera capitata",NA
"Glycera","Glycera fallax",NA
"Glycera","Glycera lapidum",NA
"Glycera","Glycera unicornis",NA
"Glycera","Glycera tesselata",NA
"Glycinde","Glycinde nordmanni",NA
"Glyphohesione","Glyphohesione klatti",NA
"Glyphotaelius","Glyphotaelius pellucidus",NA
"Glyptotendipes","Glyptotendipes barbipes",NA
"Glyptotendipes","Glyptotendipes glaucus",NA
"Glyptotendipes","Glyptotendipes gripekoveni",NA
"Glyptotendipes","Glyptotendipes pallens",NA
"Glyptotendipes","Glyptotendipes paripes",NA
"Gmelinoides","Gmelinoides fasciatus",NA
"Gnathia","Gnathia oxyuraea",NA
"Goera","Goera pilosa",NA
"Golfingia","Golfingia margaritacea",NA
"Golfingia","Golfingia vulgaris",NA
"Gomphus","Gomphus vulgatissimus",NA
"Gonactinia","Gonactinia prolifera",NA
"Goniada","Goniada maculata",NA
"Goniada","Goniada norvegica",NA
"Goniadella","Goniadella bobrezkii",NA
"Goniodoris","Goniodoris nodosa",NA
"Gonothyraea","Gonothyraea loveni",NA
"Gordius","Gordius aquaticus",NA
"Gracilechinus","Gracilechinus acutus",NA
"Gracilechinus","Gracilechinus elegans",NA
"Grammotaulius","Grammotaulius nigropunctatus",NA
"Grania","Grania ovitheca",NA
"Grania","Grania postclitellochaeta",NA
"Grania","Grania variochaeta",NA
"Grania","Grania vikinga",NA
"Graphis","Graphis albida",NA
"Clathrina","Clathrina blanca",NA
"Podarkeopsis","Podarkeopsis helgolandicus",NA
"Gyptis","Gyptis rosea",NA
"Gyraulus","Gyraulus albus",NA
"Gyraulus","Gyraulus riparius",NA
"Gyrinus","Gyrinus distinctus",NA
"Gyrinus","Gyrinus minutus",NA
"Gyrinus","Gyrinus natator",NA
"Haemopis","Haemopis elegans",NA
"Haemopis","Haemopis sanguisuga",NA
"Halcampa","Halcampa chrysanthellum",NA
"Halcampa","Halcampa duodecimcirrata",NA
"Halcampoides","Halcampoides abyssorum",NA
"Halecium","Halecium halecinum",NA
"Halecium","Halecium labrosum",NA
"Halecium","Halecium tenellum",NA
"Halichondria","Halichondria bowerbanki",NA
"Halichondria","Halichondria panicea",NA
"Haliclona","Haliclona oculata",NA
"Haliclona","Haliclona urceolus",NA
"Haliclona","Haliclona cinerea",NA
"Halicreion","Halicreion aequicornis",NA
"Halicryptus","Halicryptus spinulosus",NA
"Haliplus","Haliplus confinis",NA
"Haliplus","Haliplus flavicollis",NA
"Haliplus","Haliplus immaculatus",NA
"Halisarca","Halisarca dujardinii",NA
"Halitholus","Halitholus yoldiaearcticae",NA
"Halocladius","Halocladius braunsi",NA
"Halocladius","Halocladius variabilis",NA
"Halocladius","Halocladius varians",NA
"Halocladius","Halocladius vitripennis",NA
"Haminoea","Haminoea exigua",NA
"Hanleya","Hanleya hanleyi",NA
"Haploops","Haploops tenuis",NA
"Haploops","Haploops tubicola",NA
"Hardametopa","Hardametopa nasuta",NA
"Harmothoe","Harmothoe antilopes",NA
"Harmothoe","Harmothoe borealis",NA
"Harmothoe","Harmothoe extenuata",NA
"Harmothoe","Harmothoe fragilis",NA
"Harmothoe","Harmothoe imbricata",NA
"Harmothoe","Harmothoe impar",NA
"Harmothoe","Harmothoe longisetis",NA
"Harnischia","Harnischia curtilamellata",NA
"Harnischia","Harnischia fuscimana",NA
"Harpinia","Harpinia antennaria",NA
"Harpinia","Harpinia crenulata",NA
"Harpinia","Harpinia laevis",NA
"Harpinia","Harpinia pectinata",NA
"Harpinia","Harpinia serrata",NA
"Harpinia","Harpinia truncata",NA
"Harrimania","Harrimania kupfferi",NA
"Hartlaubella","Hartlaubella gelatinosa",NA
"Hauchiella","Hauchiella tribullata",NA
"Haustorius","Haustorius arenarius",NA
"Hebrus","Hebrus pusillus",NA
"Hediste","Hediste diversicolor",NA
"Helobdella","Helobdella stagnalis",NA
"Hemiclepsis","Hemiclepsis marginata",NA
"Hemilamprops","Hemilamprops assimilis",NA
"Hemilamprops","Hemilamprops cristatus",NA
"Hemilamprops","Hemilamprops roseus",NA
"Hemilepton","Hemilepton nitidum",NA
"Hemimysis","Hemimysis anomala",NA
"Hemimysis","Hemimysis lamornae",NA
"Henricia","Henricia perforata",NA
"Henricia","Henricia sanguinolenta",NA
"Heptagenia","Heptagenia sulphurea",NA
"Heptatoma","Heptatoma pellucens",NA
"Hesperocorixa","Hesperocorixa linnaei",NA
"Heteranomia","Heteranomia squamula",NA
"Baltidrilus","Baltidrilus costatus",NA
"Heteromastus","Heteromastus filiformis",NA
"Heteromysis","Heteromysis norvegica",NA
"Heterotanais","Heterotanais oerstedii",NA
"Hiatella","Hiatella arctica",NA
"Hippasteria","Hippasteria phrygiana",NA
"Hippeutis","Hippeutis complanatus",NA
"Hippolyte","Hippolyte varians",NA
"Hippomedon","Hippomedon denticulatus",NA
"Hippothoa","Hippothoa divaricata",NA
"Hippothoa","Hippothoa flagellum",NA
"Holocentropus","Holocentropus picicornis",NA
"Holocentropus","Holocentropus stagnalis",NA
"Hormathia","Hormathia digitata",NA
"Hornera","Hornera lichenoides",NA
"Hyala","Hyala vitrea",NA
"Hyalinella","Hyalinella punctata",NA
"Hyalinoecia","Hyalinoecia tubicola",NA
"Hyas","Hyas araneus",NA
"Hyas","Hyas coarctatus",NA
"Hydra","Hydra circumcincta",NA
"Hydra","Hydra oligactis",NA
"Hydra","Hydra oxycnida",NA
"Hydra","Hydra vulgaris",NA
"Podocoryna","Podocoryna borealis",NA
"Podocoryna","Podocoryna carnea",NA
"Hydractinia","Hydractinia echinata",NA
"Hydrallmania","Hydrallmania falcata",NA
"Hydrobaenus","Hydrobaenus pilipes",NA
"Hydrobia","Hydrobia acuta",NA
"Peringia","Peringia ulvae",NA
"Hydrochara","Hydrochara caraboides",NA
"Hydroides","Hydroides norvegica",NA
"Hydromermis","Hydromermis contorta",NA
"Hydroporus","Hydroporus erythrocephalus",NA
"Hydroporus","Hydroporus incognitus",NA
"Hydroporus","Hydroporus nigrita",NA
"Hydroporus","Hydroporus tristis",NA
"Hydroporus","Hydroporus umbrosus",NA
"Hydropsyche","Hydropsyche contubernalis",NA
"Hydroptila","Hydroptila angulata",NA
"Hydroptila","Hydroptila pulchricornis",NA
"Hydroptila","Hydroptila simulans",NA
"Hydroptila","Hydroptila tineoides",NA
"Hydroptila","Hydroptila vectis",NA
"Hygrobia","Hygrobia hermanni",NA
"Hygrotus","Hygrotus impressopunctatus",NA
"Hygrotus","Hygrotus inaequalis",NA
"Hyperia","Hyperia galba",NA
"Hypophorella","Hypophorella expansa",NA
"Exidmonea","Exidmonea atlantica",NA
"Idotea","Idotea balthica",NA
"Idotea","Idotea chelipes",NA
"Idotea","Idotea granulosa",NA
"Idotea","Idotea pelagica",NA
"Ilybius","Ilybius aenescens",NA
"Ilybius","Ilybius ater",NA
"Ilybius","Ilybius fenestratus",NA
"Ilybius","Ilybius guttiger",NA
"Ilybius","Ilybius subaeneus",NA
"Ilyocoris","Ilyocoris cimicoides",NA
"Ilyodrilus","Ilyodrilus templetoni",NA
"Inachus","Inachus dorsettensis",NA
"Inachus","Inachus phalangium",NA
"Iothia","Iothia fulva",NA
"Iphimedia","Iphimedia obesa",NA
"Iphinoe","Iphinoe serrata",NA
"Ischnura","Ischnura elegans",NA
"Ischyrocerus","Ischyrocerus anguipes",NA
